curvature	seed	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_mlp_rmse	tangent_mlp_time	ambient_mlp_rmse	ambient_mlp_time	tangent_gnn_rmse	tangent_gnn_time	ambient_gnn_rmse	ambient_gnn_time
0.25	66	0.22401138	0.009685039520263672	0.19618705	0.12354803085327148	0.5685312718641589	0.13494110107421875	0.5685312718641589	0.1393270492553711	0.5685312718641589	0.4696815013885498	0.5685312718641589	0.4951515197753906
0.25	67	0.18754134	0.009585142135620117	0.18278283	0.10900664329528809	0.5003061305963642	0.13942313194274902	0.5003061305963642	0.1423778533935547	0.5003061305963642	0.46346068382263184	0.5003061305963642	0.48480820655822754
0.25	68	0.18436009	0.009751319885253906	0.1875117	0.10818934440612793	0.551618135207743	0.14210057258605957	0.551618135207743	0.1467733383178711	0.551618135207743	0.46459174156188965	0.551618135207743	0.47849130630493164
0.25	69	0.2007978	0.009710311889648438	0.20107818	0.10692429542541504	0.5188837343358049	0.14252400398254395	0.5188837343358049	0.14743614196777344	0.5188837343358049	0.46536970138549805	0.5188837343358049	0.48208165168762207
0.5	70	0.19089064	0.009936809539794922	0.19108304	0.10718870162963867	0.5246118924832137	0.14107203483581543	0.5246118924832137	0.14700627326965332	0.5246118924832137	0.4689657688140869	0.5246118924832137	0.46241235733032227
0.5	71	0.17184596	0.009035587310791016	0.17289926	0.10342025756835938	0.4416452257076943	0.13968706130981445	0.4416452257076943	0.14545249938964844	0.4416452257076943	0.4164402484893799	0.4416452257076943	0.42328763008117676
0.5	72	0.21155664	0.008967876434326172	0.2088911	0.10520339012145996	0.55772509882956	0.13946890830993652	0.55772509882956	0.14163684844970703	0.55772509882956	0.43001461029052734	0.55772509882956	0.4762539863586426
0.5	73	0.21495622	0.014292478561401367	0.21377912	0.11491513252258301	0.4935527511990275	0.13009858131408691	0.4935527511990275	0.13559627532958984	0.4935527511990275	0.41687583923339844	0.4935527511990275	0.42159390449523926
0.5	74	0.20610684	0.009124279022216797	0.19603832	0.10513544082641602	0.6049650963379234	0.14210271835327148	0.6049650963379234	0.14382314682006836	0.6049650963379234	0.4315907955169678	0.6049650963379234	0.4381098747253418
0.5	75	0.22171015	0.009194374084472656	0.21395376	0.1075601577758789	0.5429552431498401	0.14412927627563477	0.5429552431498401	0.15683722496032715	0.5429552431498401	0.4579501152038574	0.5429552431498401	0.43273115158081055
